RouterName,SamplerAddress,IfIndex,IfName
CORE-B,213.151.32.62,1270,xe-0/0/5.81
CORE-B,213.151.32.62,1271,xe-0/0/5.84
CORE-B,213.151.32.62,1272,xe-0/0/5.96
CORE-B,213.151.32.62,1273,xe-0/0/5.100
CORE-B,213.151.32.62,1274,xe-0/0/5.104
CORE-B,213.151.32.62,1276,xe-0/0/5.106
CORE-B,213.151.32.62,1277,xe-0/0/5.108
CORE-B,213.151.32.62,1278,xe-0/2/0.1030
CORE-B,213.151.32.62,1279,xe-0/2/0.1025
CORE-B,213.151.32.62,1280,xe-0/2/0.1020
CORE-B,213.151.32.62,1281,xe-0/2/0.1010
CORE-B,213.151.32.62,1282,xe-0/2/0.889
CORE-B,213.151.32.62,1283,xe-0/2/0.724
CORE-B,213.151.32.62,1284,xe-0/2/0.723
CORE-B,213.151.32.62,1285,xe-0/2/0.722
CORE-B,213.151.32.62,1286,xe-0/2/0.721
CORE-B,213.151.32.62,1287,xe-0/2/0.720
CORE-B,213.151.32.62,1288,xe-0/2/0.204
CORE-B,213.151.32.62,1289,xe-0/2/0.202
CORE-B,213.151.32.62,1290,xe-0/2/0.201
CORE-B,213.151.32.62,1291,xe-0/2/0.100
CORE-B,213.151.32.62,1292,xe-0/2/0.96
CORE-B,213.151.32.62,1293,xe-0/2/0.84
CORE-B,213.151.32.62,1294,xe-0/2/0.81
CORE-B,213.151.32.62,1295,xe-0/2/0.78
CORE-B,213.151.32.62,1296,xe-0/2/0.77
CORE-B,213.151.32.62,1299,xe-0/2/0.58
CORE-B,213.151.32.62,1300,xe-0/2/0.56
CORE-B,213.151.32.62,1301,xe-0/2/0.53
CORE-B,213.151.32.62,1302,xe-0/2/0.51
CORE-B,213.151.32.62,1303,xe-0/2/0.42
CORE-B,213.151.32.62,1304,xe-0/2/0.41
CORE-B,213.151.32.62,1305,xe-0/2/0.27
CORE-B,213.151.32.62,1306,xe-0/2/0.20
CORE-B,213.151.32.62,1307,xe-0/2/0.18
CORE-B,213.151.32.62,1308,xe-0/2/0.16
CORE-B,213.151.32.62,1309,xe-0/2/0.15
CORE-B,213.151.32.62,1310,xe-0/2/0.11
CORE-B,213.151.32.62,1311,xe-0/2/0.8
CORE-B,213.151.32.62,1312,xe-0/2/0.6
CORE-B,213.151.32.62,1314,xe-0/0/5.110
CORE-B,213.151.32.62,1315,xe-0/0/5.201
CORE-B,213.151.32.62,1316,xe-0/2/1.1030
CORE-B,213.151.32.62,1317,xe-0/2/1.1025
CORE-B,213.151.32.62,1318,xe-0/2/1.1020
CORE-B,213.151.32.62,1319,xe-0/2/1.1010
CORE-B,213.151.32.62,1320,xe-0/2/1.889
CORE-B,213.151.32.62,1321,xe-0/2/1.724
CORE-B,213.151.32.62,1322,xe-0/2/1.723
CORE-B,213.151.32.62,1323,xe-0/2/1.722
CORE-B,213.151.32.62,1324,xe-0/2/1.721
CORE-B,213.151.32.62,1325,xe-0/2/1.720
CORE-B,213.151.32.62,1326,xe-0/2/1.204
CORE-B,213.151.32.62,1327,xe-0/2/1.202
CORE-B,213.151.32.62,1328,xe-0/2/1.201
CORE-B,213.151.32.62,1329,xe-0/2/1.100
CORE-B,213.151.32.62,1330,xe-0/2/1.96
CORE-B,213.151.32.62,1331,xe-0/2/1.84
CORE-B,213.151.32.62,1332,xe-0/2/1.81
CORE-B,213.151.32.62,1333,xe-0/2/1.78
CORE-B,213.151.32.62,1334,xe-0/2/1.77
CORE-B,213.151.32.62,1337,xe-0/2/1.58
CORE-B,213.151.32.62,1338,xe-0/2/1.56
CORE-B,213.151.32.62,1339,xe-0/2/1.53
CORE-B,213.151.32.62,1340,xe-0/2/1.51
CORE-B,213.151.32.62,1341,xe-0/2/1.42
CORE-B,213.151.32.62,1342,xe-0/2/1.41
CORE-B,213.151.32.62,1343,xe-0/2/1.27
CORE-B,213.151.32.62,1344,xe-0/2/1.20
CORE-B,213.151.32.62,1345,xe-0/2/1.18
CORE-B,213.151.32.62,1346,xe-0/2/1.16
CORE-B,213.151.32.62,1347,xe-0/2/1.15
CORE-B,213.151.32.62,1348,xe-0/2/1.11
CORE-B,213.151.32.62,1349,xe-0/2/1.8
CORE-B,213.151.32.62,1350,xe-0/2/1.6
CORE-B,213.151.32.62,1352,xe-0/0/5.202
CORE-B,213.151.32.62,1353,xe-0/0/5.204
CORE-B,213.151.32.62,1354,xe-0/2/2.1030
CORE-B,213.151.32.62,1355,xe-0/2/2.1025
CORE-B,213.151.32.62,1356,xe-0/2/2.1020
CORE-B,213.151.32.62,1357,xe-0/2/2.1010
CORE-B,213.151.32.62,1358,xe-0/2/2.889
CORE-B,213.151.32.62,1359,xe-0/2/2.724
CORE-B,213.151.32.62,1360,xe-0/2/2.723
CORE-B,213.151.32.62,1361,xe-0/2/2.722
CORE-B,213.151.32.62,1362,xe-0/2/2.721
CORE-B,213.151.32.62,1363,xe-0/2/2.720
CORE-B,213.151.32.62,1364,xe-0/2/2.204
CORE-B,213.151.32.62,1365,xe-0/2/2.202
CORE-B,213.151.32.62,1366,xe-0/2/2.201
CORE-B,213.151.32.62,1367,xe-0/2/2.100
CORE-B,213.151.32.62,1368,xe-0/2/2.96
CORE-B,213.151.32.62,1369,xe-0/2/2.84
CORE-B,213.151.32.62,1370,xe-0/2/2.81
CORE-B,213.151.32.62,1371,xe-0/2/2.78
CORE-B,213.151.32.62,1372,xe-0/2/2.77
CORE-B,213.151.32.62,1375,xe-0/2/2.58
CORE-B,213.151.32.62,1376,xe-0/2/2.56
CORE-B,213.151.32.62,1377,xe-0/2/2.53
CORE-B,213.151.32.62,1378,xe-0/2/2.51
CORE-B,213.151.32.62,1379,xe-0/2/2.42
CORE-B,213.151.32.62,1380,xe-0/2/2.41
CORE-B,213.151.32.62,1381,xe-0/2/2.27
CORE-B,213.151.32.62,1382,xe-0/2/2.20
CORE-B,213.151.32.62,1383,xe-0/2/2.18
CORE-B,213.151.32.62,1384,xe-0/2/2.16
CORE-B,213.151.32.62,1385,xe-0/2/2.15
CORE-B,213.151.32.62,1386,xe-0/2/2.11
CORE-B,213.151.32.62,1387,xe-0/2/2.8
CORE-B,213.151.32.62,1388,xe-0/2/2.6
CORE-B,213.151.32.62,1390,xe-0/0/5.720
CORE-B,213.151.32.62,1391,xe-0/0/5.721
CORE-B,213.151.32.62,1392,xe-0/2/3.1030
CORE-B,213.151.32.62,1393,xe-0/2/3.1025
CORE-B,213.151.32.62,1394,xe-0/2/3.1020
CORE-B,213.151.32.62,1395,xe-0/2/3.1010
CORE-B,213.151.32.62,1396,xe-0/2/3.889
CORE-B,213.151.32.62,1397,xe-0/2/3.724
CORE-B,213.151.32.62,1398,xe-0/2/3.723
CORE-B,213.151.32.62,1399,xe-0/2/3.722
CORE-B,213.151.32.62,1400,xe-0/2/3.721
CORE-B,213.151.32.62,1401,xe-0/2/3.720
CORE-B,213.151.32.62,1402,xe-0/2/3.204
CORE-B,213.151.32.62,1403,xe-0/2/3.202
CORE-B,213.151.32.62,1404,xe-0/2/3.201
CORE-B,213.151.32.62,1405,xe-0/2/3.100
CORE-B,213.151.32.62,1406,xe-0/2/3.96
CORE-B,213.151.32.62,1407,xe-0/2/3.84
CORE-B,213.151.32.62,1408,xe-0/2/3.81
CORE-B,213.151.32.62,1409,xe-0/2/3.78
CORE-B,213.151.32.62,1410,xe-0/2/3.77
CORE-B,213.151.32.62,1413,xe-0/2/3.58
CORE-B,213.151.32.62,1414,xe-0/2/3.56
CORE-B,213.151.32.62,1415,xe-0/2/3.53
CORE-B,213.151.32.62,1416,xe-0/2/3.51
CORE-B,213.151.32.62,1417,xe-0/2/3.42
CORE-B,213.151.32.62,1418,xe-0/2/3.41
CORE-B,213.151.32.62,1419,xe-0/2/3.27
CORE-B,213.151.32.62,1420,xe-0/2/3.20
CORE-B,213.151.32.62,1421,xe-0/2/3.18
CORE-B,213.151.32.62,1422,xe-0/2/3.16
CORE-B,213.151.32.62,1423,xe-0/2/3.15
CORE-B,213.151.32.62,1424,xe-0/2/3.11
CORE-B,213.151.32.62,1425,xe-0/2/3.8
CORE-B,213.151.32.62,1426,xe-0/2/3.6
CORE-B,213.151.32.62,1428,xe-0/2/4.101
CORE-B,213.151.32.62,1429,xe-0/0/5.722
CORE-B,213.151.32.62,1430,xe-0/0/1.2007
CORE-B,213.151.32.62,1431,xe-0/0/2.2007
CORE-B,213.151.32.62,1432,xe-0/0/3.2007
CORE-B,213.151.32.62,1433,xe-0/2/0.2007
CORE-B,213.151.32.62,1434,xe-0/2/1.2007
CORE-B,213.151.32.62,1435,xe-0/2/2.2007
CORE-B,213.151.32.62,1436,xe-0/2/3.2007
CORE-B,213.151.32.62,1438,pd-0/0/0
CORE-B,213.151.32.62,1439,pe-0/0/0
CORE-B,213.151.32.62,1440,gr-0/0/0
CORE-B,213.151.32.62,1441,ip-0/0/0
CORE-B,213.151.32.62,1442,vt-0/0/0
CORE-B,213.151.32.62,1443,mt-0/0/0
CORE-B,213.151.32.62,1444,lt-0/0/0
CORE-B,213.151.32.62,1445,ut-0/0/0
CORE-B,213.151.32.62,1446,ud-0/0/0
CORE-B,213.151.32.62,1447,gr-0/0/0.0
CORE-B,213.151.32.62,1448,gr-0/0/0.1
CORE-B,213.151.32.62,1449,lt-0/0/0.1
CORE-B,213.151.32.62,1450,lt-0/0/0.2
CORE-B,213.151.32.62,1451,xe-0/0/5.723
CORE-B,213.151.32.62,1452,xe-0/0/5.724
CORE-B,213.151.32.62,1453,xe-0/0/5.889
CORE-B,213.151.32.62,1454,xe-0/0/5.1007
CORE-B,213.151.32.62,1455,xe-0/0/5.1010
CORE-B,213.151.32.62,1456,xe-0/0/5.1020
CORE-B,213.151.32.62,1457,xe-0/0/5.1025
CORE-B,213.151.32.62,1458,xe-0/0/5.1028
CORE-B,213.151.32.62,1459,xe-0/0/5.1030
CORE-B,213.151.32.62,1460,xe-0/0/5.1037
CORE-B,213.151.32.62,1461,xe-0/0/5.2007
CORE-B,213.151.32.62,1463,xe-0/2/5.6
CORE-B,213.151.32.62,1464,xe-0/2/5.8
CORE-B,213.151.32.62,1465,xe-0/2/5.11
CORE-B,213.151.32.62,1466,xe-0/2/5.15
CORE-B,213.151.32.62,1467,xe-0/2/5.16
CORE-B,213.151.32.62,1468,xe-0/2/5.18
CORE-B,213.151.32.62,1469,xe-0/2/5.20
CORE-B,213.151.32.62,1470,xe-0/2/5.27
CORE-B,213.151.32.62,1471,xe-0/2/5.41
CORE-B,213.151.32.62,1472,xe-0/2/5.42
CORE-B,213.151.32.62,1473,xe-0/2/5.48
CORE-B,213.151.32.62,1474,xe-0/2/5.49
CORE-B,213.151.32.62,1475,xe-0/2/5.51
CORE-B,213.151.32.62,1476,xe-0/2/5.53
CORE-B,213.151.32.62,1477,xe-0/2/5.56
CORE-B,213.151.32.62,1478,xe-0/2/5.58
CORE-B,213.151.32.62,1481,xe-0/2/5.77
CORE-B,213.151.32.62,1482,xe-0/2/5.78
CORE-B,213.151.32.62,1483,xe-0/2/5.81
CORE-B,213.151.32.62,1484,xe-0/2/5.84
CORE-B,213.151.32.62,1485,xe-0/2/5.96
CORE-B,213.151.32.62,1486,xe-0/2/5.100
CORE-B,213.151.32.62,1487,xe-0/2/5.104
CORE-B,213.151.32.62,1488,xe-0/2/5.106
CORE-B,213.151.32.62,1489,xe-0/2/5.108
CORE-B,213.151.32.62,1490,xe-0/2/5.110
CORE-B,213.151.32.62,1491,xe-0/2/5.201
CORE-B,213.151.32.62,1492,xe-0/2/5.202
CORE-B,213.151.32.62,1493,xe-0/2/5.204
CORE-B,213.151.32.62,1494,xe-0/2/5.720
CORE-B,213.151.32.62,1495,xe-0/2/5.721
CORE-B,213.151.32.62,1496,xe-0/2/5.722
CORE-B,213.151.32.62,1497,xe-0/2/5.723
CORE-B,213.151.32.62,1498,xe-0/2/5.724
CORE-B,213.151.32.62,1499,xe-0/2/5.889
CORE-B,213.151.32.62,1500,xe-0/2/5.1007
CORE-B,213.151.32.62,1501,xe-0/2/5.1010
CORE-B,213.151.32.62,1502,xe-0/2/5.1020
CORE-B,213.151.32.62,1503,xe-0/2/5.1025
CORE-B,213.151.32.62,1504,xe-0/2/5.1028
CORE-B,213.151.32.62,1505,xe-0/2/5.1030
CORE-B,213.151.32.62,1506,xe-0/2/5.1037
CORE-B,213.151.32.62,1507,xe-0/2/5.2007
CORE-B,213.151.32.62,1509,ae0.1080
CORE-B,213.151.32.62,1510,xe-0/0/0.1080
CORE-B,213.151.32.62,1511,xe-0/0/1.1080
CORE-B,213.151.32.62,1512,xe-0/0/2.1080
CORE-B,213.151.32.62,1513,xe-0/0/3.1080
CORE-B,213.151.32.62,1514,xe-0/0/5.1080
CORE-B,213.151.32.62,1515,xe-0/2/0.1080
CORE-B,213.151.32.62,1516,xe-0/2/1.1080
CORE-B,213.151.32.62,1517,xe-0/2/2.1080
CORE-B,213.151.32.62,1518,xe-0/2/3.1080
CORE-B,213.151.32.62,1519,xe-0/2/5.1080
CORE-B,213.151.32.62,1531,ae0.61
CORE-B,213.151.32.62,1532,ae0.62
CORE-B,213.151.32.62,1533,xe-0/0/0.61
CORE-B,213.151.32.62,1534,xe-0/0/0.62
CORE-B,213.151.32.62,1535,xe-0/0/1.61
CORE-B,213.151.32.62,1536,xe-0/0/1.62
CORE-B,213.151.32.62,1537,xe-0/0/2.61
CORE-B,213.151.32.62,1538,xe-0/0/2.62
CORE-B,213.151.32.62,1539,xe-0/0/3.61
CORE-B,213.151.32.62,1540,xe-0/0/3.62
CORE-B,213.151.32.62,1541,xe-0/0/5.61
CORE-B,213.151.32.62,1542,xe-0/0/5.62
CORE-B,213.151.32.62,1543,xe-0/2/0.61
CORE-B,213.151.32.62,1544,xe-0/2/0.62
CORE-B,213.151.32.62,1545,xe-0/2/1.61
CORE-B,213.151.32.62,1546,xe-0/2/1.62
CORE-B,213.151.32.62,1547,xe-0/2/2.61
CORE-B,213.151.32.62,1548,xe-0/2/2.62
CORE-B,213.151.32.62,1549,xe-0/2/3.61
CORE-B,213.151.32.62,1550,xe-0/2/3.62
CORE-B,213.151.32.62,1551,xe-0/2/5.61
CORE-B,213.151.32.62,1552,xe-0/2/5.62
CORE-B,213.151.32.62,1553,ae0.64
CORE-B,213.151.32.62,1554,ae0.66
CORE-B,213.151.32.62,1555,xe-0/0/0.64
CORE-B,213.151.32.62,1556,xe-0/0/0.66
CORE-B,213.151.32.62,1557,xe-0/0/1.64
CORE-B,213.151.32.62,1558,xe-0/0/1.66
CORE-B,213.151.32.62,1559,xe-0/0/2.64
CORE-B,213.151.32.62,1560,xe-0/0/2.66
CORE-B,213.151.32.62,1561,xe-0/0/3.64
CORE-B,213.151.32.62,1562,xe-0/0/3.66
CORE-B,213.151.32.62,1563,xe-0/0/5.64
CORE-B,213.151.32.62,1564,xe-0/0/5.66
CORE-B,213.151.32.62,1565,xe-0/2/0.64
CORE-B,213.151.32.62,1570,xe-0/1/2
CORE-B,213.151.32.62,1571,xe-0/1/3
CORE-B,213.151.32.62,1572,xe-0/1/4
CORE-B,213.151.32.62,1573,xe-0/1/5
CORE-B,213.151.32.62,1574,xe-0/1/6
CORE-B,213.151.32.62,1575,xe-0/1/7
CORE-B,213.151.32.62,1576,xe-0/1/0
CORE-B,213.151.32.62,1577,xe-0/1/1
CORE-B,213.151.32.62,1578,xe-0/3/0
CORE-B,213.151.32.62,1579,xe-0/3/1
CORE-B,213.151.32.62,1580,xe-0/3/2
CORE-B,213.151.32.62,1581,xe-0/3/3
CORE-B,213.151.32.62,1582,xe-0/3/4
CORE-B,213.151.32.62,1583,xe-0/3/5
CORE-B,213.151.32.62,1584,xe-0/3/6
CORE-B,213.151.32.62,1585,xe-0/3/7
CORE-B,213.151.32.62,1586,ae0.106
CORE-B,213.151.32.62,1587,ae0.104
CORE-B,213.151.32.62,1588,xe-0/0/0.106
CORE-B,213.151.32.62,1589,xe-0/0/0.104
CORE-B,213.151.32.62,1590,xe-0/0/1.106
CORE-B,213.151.32.62,1591,xe-0/0/1.104
CORE-B,213.151.32.62,1592,xe-0/0/2.106
CORE-B,213.151.32.62,1593,xe-0/0/2.104
CORE-B,213.151.32.62,1594,xe-0/0/3.106
CORE-B,213.151.32.62,1595,xe-0/0/3.104
CORE-B,213.151.32.62,1596,xe-0/2/0.106
CORE-B,213.151.32.62,1597,xe-0/2/0.104
CORE-B,213.151.32.62,1598,xe-0/2/1.106
CORE-B,213.151.32.62,1599,xe-0/2/1.104
CORE-B,213.151.32.62,1600,xe-0/2/2.106
CORE-B,213.151.32.62,1601,xe-0/2/2.104
CORE-B,213.151.32.62,1602,xe-0/2/3.106
CORE-B,213.151.32.62,1603,xe-0/2/3.104
CORE-B,213.151.32.62,1604,xe-0/2/0.66
CORE-B,213.151.32.62,1605,xe-0/2/1.64
CORE-B,213.151.32.62,1606,xe-0/2/1.66
CORE-B,213.151.32.62,1607,xe-0/2/2.64
CORE-B,213.151.32.62,1608,xe-0/2/2.66
CORE-B,213.151.32.62,1609,xe-0/2/3.64
CORE-B,213.151.32.62,1610,xe-0/2/3.66
CORE-B,213.151.32.62,1611,xe-0/2/5.64
CORE-B,213.151.32.62,1612,xe-0/2/5.66
CORE-B,213.151.32.62,1622,ae0.110
CORE-B,213.151.32.62,1623,ae0.108
CORE-B,213.151.32.62,1624,xe-0/0/0.110
CORE-B,213.151.32.62,1625,xe-0/0/0.108
CORE-B,213.151.32.62,1626,xe-0/0/1.110
CORE-B,213.151.32.62,1627,xe-0/0/1.108
CORE-B,213.151.32.62,1628,xe-0/0/2.110
CORE-B,213.151.32.62,1629,xe-0/0/2.108
CORE-B,213.151.32.62,1630,xe-0/0/3.110
CORE-B,213.151.32.62,1631,xe-0/0/3.108
CORE-B,213.151.32.62,1632,xe-0/2/0.110
CORE-B,213.151.32.62,1633,xe-0/2/0.108
CORE-B,213.151.32.62,1634,xe-0/2/1.110
CORE-B,213.151.32.62,1635,xe-0/2/1.108
CORE-B,213.151.32.62,1636,xe-0/2/2.110
CORE-B,213.151.32.62,1637,xe-0/2/2.108
CORE-B,213.151.32.62,1638,xe-0/2/3.110
CORE-B,213.151.32.62,1639,xe-0/2/3.108
CORE-B,213.151.32.62,1640,ae0.49
CORE-B,213.151.32.62,1641,xe-0/0/0.49
CORE-B,213.151.32.62,1642,xe-0/0/1.49
CORE-B,213.151.32.62,1643,xe-0/0/2.49
CORE-B,213.151.32.62,1644,xe-0/0/3.49
CORE-B,213.151.32.62,1645,xe-0/2/0.49
CORE-B,213.151.32.62,1646,xe-0/2/1.49
CORE-B,213.151.32.62,1647,xe-0/2/2.49
CORE-B,213.151.32.62,1648,xe-0/2/3.49
CORE-B,213.151.32.62,1649,ae0.48
CORE-B,213.151.32.62,1650,xe-0/0/0.48
CORE-B,213.151.32.62,1651,xe-0/0/1.48
CORE-B,213.151.32.62,1652,xe-0/0/2.48
CORE-B,213.151.32.62,1653,xe-0/0/3.48
CORE-B,213.151.32.62,1654,xe-0/2/0.48
CORE-B,213.151.32.62,1655,xe-0/2/1.48
CORE-B,213.151.32.62,1656,xe-0/2/2.48
CORE-B,213.151.32.62,1657,xe-0/2/3.48
CORE-B,213.151.32.62,1658,ae0.1037
CORE-B,213.151.32.62,1659,xe-0/0/0.1037
CORE-B,213.151.32.62,1660,xe-0/0/1.1037
CORE-B,213.151.32.62,1661,xe-0/0/2.1037
CORE-B,213.151.32.62,1662,xe-0/0/3.1037
CORE-B,213.151.32.62,1663,xe-0/2/0.1037
CORE-B,213.151.32.62,1664,xe-0/2/1.1037
CORE-B,213.151.32.62,1665,xe-0/2/2.1037
CORE-B,213.151.32.62,1666,xe-0/2/3.1037
CORE-B,213.151.32.62,1667,ae0.1007
CORE-B,213.151.32.62,1668,xe-0/0/0.1007
CORE-B,213.151.32.62,1669,xe-0/0/1.1007
CORE-B,213.151.32.62,1670,xe-0/0/2.1007
CORE-B,213.151.32.62,1671,xe-0/0/3.1007
CORE-B,213.151.32.62,1672,xe-0/2/0.1007
CORE-B,213.151.32.62,1673,xe-0/2/1.1007
CORE-B,213.151.32.62,1674,xe-0/2/2.1007
CORE-B,213.151.32.62,1675,xe-0/2/3.1007
CORE-B,213.151.32.62,1676,ae0.1028
CORE-B,213.151.32.62,1677,xe-0/0/0.1028
CORE-B,213.151.32.62,1678,xe-0/0/1.1028
CORE-B,213.151.32.62,1679,xe-0/0/2.1028
CORE-B,213.151.32.62,1680,xe-0/0/3.1028
CORE-B,213.151.32.62,1681,xe-0/2/0.1028
CORE-B,213.151.32.62,1682,xe-0/2/1.1028
CORE-B,213.151.32.62,1683,xe-0/2/2.1028
CORE-B,213.151.32.62,1684,xe-0/2/3.1028
CORE-B,213.151.32.62,1698,ae0.67
CORE-B,213.151.32.62,1700,xe-0/0/0.67
CORE-B,213.151.32.62,1702,xe-0/0/1.67
CORE-B,213.151.32.62,1704,xe-0/0/2.67
CORE-B,213.151.32.62,1706,xe-0/0/3.67
CORE-B,213.151.32.62,1708,xe-0/0/5.67
CORE-B,213.151.32.62,1710,xe-0/2/0.67
CORE-B,213.151.32.62,1712,xe-0/2/1.67
CORE-B,213.151.32.62,1714,xe-0/2/2.67
CORE-B,213.151.32.62,1716,xe-0/2/3.67
CORE-B,213.151.32.62,1718,xe-0/2/5.67
CORE-B,213.151.32.62,1720,ae0.85
CORE-B,213.151.32.62,1721,xe-0/0/0.85
CORE-B,213.151.32.62,1722,xe-0/0/1.85
CORE-B,213.151.32.62,1723,xe-0/0/2.85
CORE-B,213.151.32.62,1724,xe-0/0/3.85
CORE-B,213.151.32.62,1725,xe-0/0/5.85
CORE-B,213.151.32.62,1726,xe-0/2/0.85
CORE-B,213.151.32.62,1727,xe-0/2/1.85
CORE-B,213.151.32.62,1728,xe-0/2/2.85
CORE-B,213.151.32.62,1729,xe-0/2/3.85
CORE-B,213.151.32.62,1730,xe-0/2/5.85
CORE-B,213.151.32.62,1731,ae0.2008
CORE-B,213.151.32.62,1732,xe-0/0/0.2008
CORE-B,213.151.32.62,1733,xe-0/0/1.2008
CORE-B,213.151.32.62,1734,xe-0/0/2.2008
CORE-B,213.151.32.62,1735,xe-0/0/3.2008
CORE-B,213.151.32.62,1736,xe-0/0/5.2008
CORE-B,213.151.32.62,1737,xe-0/2/0.2008
CORE-B,213.151.32.62,1738,xe-0/2/1.2008
CORE-B,213.151.32.62,1739,xe-0/2/2.2008
CORE-B,213.151.32.62,1740,xe-0/2/3.2008
CORE-B,213.151.32.62,1741,xe-0/2/5.2008
CORE-B,213.151.32.62,1742,ae0.212
CORE-B,213.151.32.62,1743,xe-0/0/0.212
CORE-B,213.151.32.62,1744,xe-0/0/1.212
CORE-B,213.151.32.62,1745,xe-0/0/2.212
CORE-B,213.151.32.62,1746,xe-0/0/3.212
CORE-B,213.151.32.62,1747,xe-0/0/5.212
CORE-B,213.151.32.62,1748,xe-0/2/0.212
CORE-B,213.151.32.62,1749,xe-0/2/1.212
CORE-B,213.151.32.62,1750,xe-0/2/2.212
CORE-B,213.151.32.62,1751,xe-0/2/3.212
CORE-B,213.151.32.62,1752,xe-0/2/5.212
CORE-B,213.151.32.62,1753,ae0.113
CORE-B,213.151.32.62,1754,xe-0/0/0.113
CORE-B,213.151.32.62,1755,xe-0/0/1.113
CORE-B,213.151.32.62,1756,xe-0/0/2.113
CORE-B,213.151.32.62,1757,xe-0/0/3.113
CORE-B,213.151.32.62,1758,xe-0/0/5.113
CORE-B,213.151.32.62,1759,xe-0/2/0.113
CORE-B,213.151.32.62,1760,xe-0/2/1.113
CORE-B,213.151.32.62,1761,xe-0/2/2.113
CORE-B,213.151.32.62,1762,xe-0/2/3.113
CORE-B,213.151.32.62,1763,xe-0/2/5.113
CORE-B,213.151.32.62,1764,xe-0/0/6.6
CORE-B,213.151.32.62,1765,xe-0/0/6.8
CORE-B,213.151.32.62,1766,xe-0/0/6.11
CORE-B,213.151.32.62,1767,xe-0/0/6.15
CORE-B,213.151.32.62,1768,xe-0/0/6.16
CORE-B,213.151.32.62,1769,xe-0/0/6.18
CORE-B,213.151.32.62,1770,xe-0/0/6.20
CORE-B,213.151.32.62,1771,xe-0/0/6.27
CORE-B,213.151.32.62,1772,xe-0/0/6.41
CORE-B,213.151.32.62,1773,xe-0/0/6.42
CORE-B,213.151.32.62,1774,xe-0/0/6.48
CORE-B,213.151.32.62,1775,xe-0/0/6.49
CORE-B,213.151.32.62,1776,xe-0/0/6.51
CORE-B,213.151.32.62,1777,xe-0/0/6.53
CORE-B,213.151.32.62,1778,xe-0/0/6.56
CORE-B,213.151.32.62,1779,xe-0/0/6.58
CORE-B,213.151.32.62,1780,xe-0/0/6.61
CORE-B,213.151.32.62,1781,xe-0/0/6.62
CORE-B,213.151.32.62,1782,xe-0/0/6.64
CORE-B,213.151.32.62,1783,xe-0/0/6.66
CORE-B,213.151.32.62,1784,xe-0/0/6.67
CORE-B,213.151.32.62,1785,xe-0/0/6.77
CORE-B,213.151.32.62,1786,xe-0/0/6.78
CORE-B,213.151.32.62,1787,xe-0/0/6.81
CORE-B,213.151.32.62,1788,xe-0/0/6.84
CORE-B,213.151.32.62,1789,xe-0/0/6.85
CORE-B,213.151.32.62,1790,xe-0/0/6.96
CORE-B,213.151.32.62,1791,xe-0/0/6.100
CORE-B,213.151.32.62,1792,xe-0/0/6.104
CORE-B,213.151.32.62,1793,xe-0/0/6.106
CORE-B,213.151.32.62,1794,xe-0/0/6.108
CORE-B,213.151.32.62,1795,xe-0/0/6.110
CORE-B,213.151.32.62,1796,xe-0/0/6.113
